State,State Code,Year,Year Code,Deaths,Population,Crude Rate,% of Total Deaths
Nebraska,31,2010,2010,152,1826341,8.3,0.00%
Nebraska,31,2011,2011,161,1842641,8.7,0.00%
Nebraska,31,2012,2012,167,1855525,9,0.00%
Nebraska,31,2013,2013,167,1868516,8.9,0.00%
Nebraska,31,2014,2014,178,1881503,9.5,0.00%
Nebraska,31,2015,2015,168,1896190,8.9,0.00%
Nebraska,31,2016,2016,164,1907116,8.6,0.00%
Nevada,32,1999,1999,367,1934718,19,0.10%
Nevada,32,2000,2000,340,1998257,17,0.10%
Nevada,32,2001,2001,334,2098399,15.9,0.10%
Nevada,32,2002,2002,364,2173791,16.7,0.10%
Nevada,32,2003,2003,368,2248850,16.4,0.10%
Nevada,32,2004,2004,382,2346222,16.3,0.10%
Nevada,32,2005,2005,383,2432143,15.7,0.10%
Nevada,32,2006,2006,393,2522658,15.6,0.10%
Nevada,32,2007,2007,410,2601072,15.8,0.10%
Nevada,32,2008,2008,400,2653630,15.1,0.10%
Nevada,32,2009,2009,402,2684665,15,0.10%
Nevada,32,2010,2010,385,2700551,14.3,0.10%
Nevada,32,2011,2011,364,2723322,13.4,0.10%
Nevada,32,2012,2012,354,2758931,12.8,0.10%
Nevada,32,2013,2013,391,2790136,14,0.10%
Nevada,32,2014,2014,421,2839099,14.8,0.10%
Nevada,32,2015,2015,434,2890845,15,0.10%
Nevada,32,2016,2016,489,2940058,16.6,0.10%
New Hampshire,33,1999,1999,71,1222014,5.8,0.00%
New Hampshire,33,2000,2000,79,1235786,6.4,0.00%
New Hampshire,33,2001,2001,91,1255517,7.2,0.00%
New Hampshire,33,2002,2002,74,1269089,5.8,0.00%
New Hampshire,33,2003,2003,87,1279840,6.8,0.00%
New Hampshire,33,2004,2004,69,1290121,5.3,0.00%
New Hampshire,33,2005,2005,88,1298492,6.8,0.00%
New Hampshire,33,2006,2006,82,1308389,6.3,0.00%
New Hampshire,33,2007,2007,78,1312540,5.9,0.00%
New Hampshire,33,2008,2008,93,1315906,7.1,0.00%
New Hampshire,33,2009,2009,89,1316102,6.8,0.00%
New Hampshire,33,2010,2010,116,1316470,8.8,0.00%
New Hampshire,33,2011,2011,87,1318194,6.6,0.00%
New Hampshire,33,2012,2012,116,1320718,8.8,0.00%
New Hampshire,33,2013,2013,90,1323459,6.8,0.00%
New Hampshire,33,2014,2014,119,1326813,9,0.00%
New Hampshire,33,2015,2015,119,1330608,8.9,0.00%
New Hampshire,33,2016,2016,131,1334795,9.8,0.00%
New Jersey,34,1999,1999,361,8359592,4.3,0.10%
New Jersey,34,2000,2000,341,8414350,4.1,0.10%
New Jersey,34,2001,2001,365,8492671,4.3,0.10%
New Jersey,34,2002,2002,413,8552643,4.8,0.10%
New Jersey,34,2003,2003,450,8601402,5.2,0.10%
New Jersey,34,2004,2004,449,8634561,5.2,0.10%
New Jersey,34,2005,2005,430,8651974,5,0.10%
New Jersey,34,2006,2006,491,8661679,5.7,0.10%
New Jersey,34,2007,2007,444,8677885,5.1,0.10%
New Jersey,34,2008,2008,428,8711090,4.9,0.10%
New Jersey,34,2009,2009,408,8755602,4.7,0.10%
New Jersey,34,2010,2010,452,8791894,5.1,0.10%
New Jersey,34,2011,2011,473,8821155,5.4,0.10%
New Jersey,34,2012,2012,438,8864590,4.9,0.10%
New Jersey,34,2013,2013,500,8899339,5.6,0.10%
New Jersey,34,2014,2014,462,8938175,5.2,0.10%
New Jersey,34,2015,2015,464,8958013,5.2,0.10%
New Jersey,34,2016,2016,482,8944469,5.4,0.10%
New Mexico,35,1999,1999,284,1808082,15.7,0.10%
New Mexico,35,2000,2000,285,1819046,15.7,0.10%
New Mexico,35,2001,2001,265,1831690,14.5,0.00%
New Mexico,35,2002,2002,299,1855309,16.1,0.10%
New Mexico,35,2003,2003,317,1877574,16.9,0.10%
New Mexico,35,2004,2004,285,1903808,15,0.10%
New Mexico,35,2005,2005,261,1932274,13.5,0.00%
New Mexico,35,2006,2006,274,1962137,14,0.00%
New Mexico,35,2007,2007,287,1990070,14.4,0.10%
New Mexico,35,2008,2008,288,2010662,14.3,0.10%
New Mexico,35,2009,2009,294,2036802,14.4,0.10%
New Mexico,35,2010,2010,287,2059179,13.9,0.10%
New Mexico,35,2011,2011,298,2082224,14.3,0.10%
New Mexico,35,2012,2012,315,2085538,15.1,0.10%
New Mexico,35,2013,2013,312,2085287,15,0.10%
New Mexico,35,2014,2014,326,2085572,15.6,0.10%
New Mexico,35,2015,2015,372,2085109,17.8,0.10%
New Mexico,35,2016,2016,367,2081015,17.6,0.10%
New York,36,1999,1999,1006,18882725,5.3,0.20%
New York,36,2000,2000,1081,18976457,5.7,0.20%
New York,36,2001,2001,1059,19082838,5.5,0.20%
New York,36,2002,2002,980,19137800,5.1,0.20%
New York,36,2003,2003,1025,19175939,5.3,0.20%
New York,36,2004,2004,942,19171567,4.9,0.20%
New York,36,2005,2005,1010,19132610,5.3,0.20%
New York,36,2006,2006,996,19104631,5.2,0.20%
New York,36,2007,2007,975,19132335,5.1,0.20%
New York,36,2008,2008,955,19212436,5,0.20%
New York,36,2009,2009,941,19307066,4.9,0.20%
New York,36,2010,2010,1003,19378102,5.2,0.20%
New York,36,2011,2011,983,19465197,5.1,0.20%
New York,36,2012,2012,958,19570261,4.9,0.20%
New York,36,2013,2013,850,19651127,4.3,0.20%
New York,36,2014,2014,862,19746227,4.4,0.20%
New York,36,2015,2015,839,19795791,4.2,0.10%
New York,36,2016,2016,887,19745289,4.5,0.20%
North Carolina,37,1999,1999,1056,7949361,13.3,0.20%
North Carolina,37,2000,2000,1110,8049313,13.8,0.20%
North Carolina,37,2001,2001,1087,8210122,13.2,0.20%
North Carolina,37,2002,2002,1128,8326201,13.5,0.20%
North Carolina,37,2003,2003,1053,8422501,12.5,0.20%
North Carolina,37,2004,2004,1052,8553152,12.3,0.20%
North Carolina,37,2005,2005,1114,8705407,12.8,0.20%
North Carolina,37,2006,2006,1127,8917270,12.6,0.20%
North Carolina,37,2007,2007,1111,9118037,12.2,0.20%
North Carolina,37,2008,2008,1157,9309449,12.4,0.20%
North Carolina,37,2009,2009,1111,9449566,11.8,0.20%
North Carolina,37,2010,2010,1121,9535483,11.8,0.20%
North Carolina,37,2011,2011,1152,9656401,11.9,0.20%
North Carolina,37,2012,2012,1168,9752073,12,0.20%
North Carolina,37,2013,2013,1216,9848060,12.3,0.20%
North Carolina,37,2014,2014,1196,9943964,12,0.20%
North Carolina,37,2015,2015,1272,10042802,12.7,0.20%
North Carolina,37,2016,2016,1385,10146788,13.6,0.20%
North Dakota,38,1999,1999,49,644259,7.6,0.00%
North Dakota,38,2000,2000,43,642200,6.7,0.00%
North Dakota,38,2001,2001,47,639062,7.4,0.00%
North Dakota,38,2002,2002,58,638168,9.1,0.00%
North Dakota,38,2003,2003,56,638817,8.8,0.00%
North Dakota,38,2004,2004,50,644705,7.8,0.00%
North Dakota,38,2005,2005,61,646089,9.4,0.00%
North Dakota,38,2006,2006,46,649422,7.1,0.00%
North Dakota,38,2007,2007,57,652822,8.7,0.00%
North Dakota,38,2008,2008,58,657569,8.8,0.00%
North Dakota,38,2009,2009,58,664968,8.7,0.00%
North Dakota,38,2010,2010,65,672591,9.7,0.00%
North Dakota,38,2011,2011,61,683932,8.9,0.00%
North Dakota,38,2012,2012,72,699628,10.3,0.00%
North Dakota,38,2013,2013,86,723393,11.9,0.00%
North Dakota,38,2014,2014,95,739482,12.8,0.00%
North Dakota,38,2015,2015,92,756927,12.2,0.00%
North Dakota,38,2016,2016,90,757952,11.9,0.00%
Ohio,39,1999,1999,927,11335454,8.2,0.20%
Ohio,39,2000,2000,883,11353140,7.8,0.20%
Ohio,39,2001,2001,1021,11387404,9,0.20%
Ohio,39,2002,2002,1059,11407889,9.3,0.20%
Ohio,39,2003,2003,920,11434788,8,0.20%
Ohio,39,2004,2004,1027,11452251,9,0.20%
Ohio,39,2005,2005,1105,11463320,9.6,0.20%
Ohio,39,2006,2006,1107,11481213,9.6,0.20%
Ohio,39,2007,2007,1095,11500468,9.5,0.20%
Ohio,39,2008,2008,1107,11515391,9.6,0.20%
Ohio,39,2009,2009,981,11528896,8.5,0.20%
Ohio,39,2010,2010,1138,11536504,9.9,0.20%
Ohio,39,2011,2011,1207,11544951,10.5,0.20%
Ohio,39,2012,2012,1247,11544225,10.8,0.20%
Ohio,39,2013,2013,1276,11570808,11,0.20%
Ohio,39,2014,2014,1194,11594163,10.3,0.20%
Ohio,39,2015,2015,1379,11613423,11.9,0.20%
Ohio,39,2016,2016,1509,11614373,13,0.30%
Oklahoma,40,1999,1999,500,3437147,14.5,0.10%
Oklahoma,40,2000,2000,444,3450654,12.9,0.10%
Oklahoma,40,2001,2001,474,3467100,13.7,0.10%
Oklahoma,40,2002,2002,446,3489080,12.8,0.10%
Oklahoma,40,2003,2003,440,3504892,12.6,0.10%
Oklahoma,40,2004,2004,448,3525233,12.7,0.10%
Oklahoma,40,2005,2005,458,3548597,12.9,0.10%
Oklahoma,40,2006,2006,477,3594090,13.3,0.10%
Oklahoma,40,2007,2007,477,3634349,13.1,0.10%
Oklahoma,40,2008,2008,508,3668976,13.8,0.10%
Oklahoma,40,2009,2009,530,3717572,14.3,0.10%
Oklahoma,40,2010,2010,535,3751351,14.3,0.10%
Oklahoma,40,2011,2011,626,3791508,16.5,0.10%
Oklahoma,40,2012,2012,616,3814820,16.1,0.10%
Oklahoma,40,2013,2013,631,3850568,16.4,0.10%
Oklahoma,40,2014,2014,611,3878051,15.8,0.10%
Oklahoma,40,2015,2015,705,3911338,18,0.10%
Oklahoma,40,2016,2016,766,3923561,19.5,0.10%
Oregon,41,1999,1999,384,3393941,11.3,0.10%
Oregon,41,2000,2000,372,3421399,10.9,0.10%
Oregon,41,2001,2001,346,3467937,10,0.10%
Oregon,41,2002,2002,367,3513424,10.4,0.10%
Oregon,41,2003,2003,389,3547376,11,0.10%
Oregon,41,2004,2004,376,3569463,10.5,0.10%
Oregon,41,2005,2005,386,3613202,10.7,0.10%
Oregon,41,2006,2006,372,3670883,10.1,0.10%
Oregon,41,2007,2007,380,3722417,10.2,0.10%
Oregon,41,2008,2008,379,3768748,10.1,0.10%
Oregon,41,2009,2009,410,3808600,10.8,0.10%
Oregon,41,2010,2010,445,3831074,11.6,0.10%
Oregon,41,2011,2011,414,3871859,10.7,0.10%
Oregon,41,2012,2012,431,3899353,11.1,0.10%
Oregon,41,2013,2013,455,3930065,11.6,0.10%
Oregon,41,2014,2014,481,3970239,12.1,0.10%
Oregon,41,2015,2015,475,4028977,11.8,0.10%
Oregon,41,2016,2016,502,4093465,12.3,0.10%
Pennsylvania,42,1999,1999,1183,12263805,9.6,0.20%
Pennsylvania,42,2000,2000,1244,12281054,10.1,0.20%
Pennsylvania,42,2001,2001,1164,12298970,9.5,0.20%
Pennsylvania,42,2002,2002,1211,12331031,9.8,0.20%
Pennsylvania,42,2003,2003,1222,12374658,9.9,0.20%
Pennsylvania,42,2004,2004,1262,12410722,10.2,0.20%
Pennsylvania,42,2005,2005,1345,12449990,10.8,0.20%
Pennsylvania,42,2006,2006,1360,12510809,10.9,0.20%
Pennsylvania,42,2007,2007,1309,12563937,10.4,0.20%
Pennsylvania,42,2008,2008,1332,12612285,10.6,0.20%
Pennsylvania,42,2009,2009,1334,12666858,10.5,0.20%
Pennsylvania,42,2010,2010,1300,12702379,10.2,0.20%
Pennsylvania,42,2011,2011,1426,12742886,11.2,0.30%
Pennsylvania,42,2012,2012,1435,12763536,11.2,0.30%
Pennsylvania,42,2013,2013,1434,12773801,11.2,0.30%
Pennsylvania,42,2014,2014,1379,12787209,10.8,0.20%
Pennsylvania,42,2015,2015,1475,12802503,11.5,0.30%
Pennsylvania,42,2016,2016,1540,12784227,12,0.30%
Rhode Island,44,1999,1999,56,1040402,5.4,0.00%
Rhode Island,44,2000,2000,54,1048319,5.2,0.00%
Rhode Island,44,2001,2001,46,1057142,4.4,0.00%
Rhode Island,44,2002,2002,55,1065995,5.2,0.00%
Rhode Island,44,2003,2003,35,1071342,3.3,0.00%
Rhode Island,44,2004,2004,40,1074579,3.7,0.00%
Rhode Island,44,2005,2005,39,1067916,3.7,0.00%
Rhode Island,44,2006,2006,47,1063096,4.4,0.00%
Rhode Island,44,2007,2007,37,1057315,3.5,0.00%
Rhode Island,44,2008,2008,43,1055003,4.1,0.00%
Rhode Island,44,2009,2009,56,1053646,5.3,0.00%
Rhode Island,44,2010,2010,49,1052567,4.7,0.00%
Rhode Island,44,2011,2011,33,1051302,3.1,0.00%
Rhode Island,44,2012,2012,41,1050292,3.9,0.00%
Rhode Island,44,2013,2013,55,1051511,5.2,0.00%
Rhode Island,44,2014,2014,34,1055173,3.2,0.00%
Rhode Island,44,2015,2015,51,1056298,4.8,0.00%
Rhode Island,44,2016,2016,48,1056426,4.5,0.00%
South Carolina,45,1999,1999,546,3974682,13.7,0.10%
South Carolina,45,2000,2000,491,4012012,12.2,0.10%
South Carolina,45,2001,2001,560,4064995,13.8,0.10%
South Carolina,45,2002,2002,566,4107795,13.8,0.10%
South Carolina,45,2003,2003,590,4150297,14.2,0.10%
South Carolina,45,2004,2004,568,4210921,13.5,0.10%
South Carolina,45,2005,2005,585,4270150,13.7,0.10%
South Carolina,45,2006,2006,611,4357847,14,0.10%
South Carolina,45,2007,2007,587,4444110,13.2,0.10%
South Carolina,45,2008,2008,611,4528996,13.5,0.10%
South Carolina,45,2009,2009,632,4589872,13.8,0.10%
South Carolina,45,2010,2010,642,4625364,13.9,0.10%
South Carolina,45,2011,2011,698,4679230,14.9,0.10%
South Carolina,45,2012,2012,737,4723723,15.6,0.10%
South Carolina,45,2013,2013,735,4774839,15.4,0.10%
South Carolina,45,2014,2014,761,4832482,15.7,0.10%
South Carolina,45,2015,2015,844,4896146,17.2,0.10%
South Carolina,45,2016,2016,887,4961119,17.9,0.20%
South Dakota,46,1999,1999,72,750412,9.6,0.00%
South Dakota,46,2000,2000,56,754844,7.4,0.00%
South Dakota,46,2001,2001,54,757972,7.1,0.00%
South Dakota,46,2002,2002,61,760020,8,0.00%
South Dakota,46,2003,2003,71,763729,9.3,0.00%
South Dakota,46,2004,2004,76,770396,9.9,0.00%
South Dakota,46,2005,2005,82,775493,10.6,0.00%
South Dakota,46,2006,2006,77,783033,9.8,0.00%
South Dakota,46,2007,2007,51,791623,6.4,0.00%
South Dakota,46,2008,2008,83,799124,10.4,0.00%
South Dakota,46,2009,2009,75,807067,9.3,0.00%
South Dakota,46,2010,2010,73,814180,9,0.00%
South Dakota,46,2011,2011,67,824082,8.1,0.00%
South Dakota,46,2012,2012,84,833354,10.1,0.00%
South Dakota,46,2013,2013,76,844877,9,0.00%
South Dakota,46,2014,2014,86,853175,10.1,0.00%
South Dakota,46,2015,2015,94,858469,10.9,0.00%
South Dakota,46,2016,2016,103,865454,11.9,0.00%
Tennessee,47,1999,1999,843,5638706,15,0.10%
Tennessee,47,2000,2000,893,5689283,15.7,0.20%
Tennessee,47,2001,2001,842,5750789,14.6,0.10%
Tennessee,47,2002,2002,902,5795918,15.6,0.20%
Tennessee,47,2003,2003,834,5847812,14.3,0.10%
Tennessee,47,2004,2004,867,5910809,14.7,0.20%
Tennessee,47,2005,2005,973,5991057,16.2,0.20%
Tennessee,47,2006,2006,938,6088766,15.4,0.20%
Tennessee,47,2007,2007,922,6175727,14.9,0.20%
Tennessee,47,2008,2008,981,6247411,15.7,0.20%
Tennessee,47,2009,2009,965,6306019,15.3,0.20%
Tennessee,47,2010,2010,926,6346105,14.6,0.20%
Tennessee,47,2011,2011,941,6403353,14.7,0.20%
Tennessee,47,2012,2012,992,6456243,15.4,0.20%
Tennessee,47,2013,2013,1023,6495978,15.7,0.20%
Tennessee,47,2014,2014,1013,6549352,15.5,0.20%
Tennessee,47,2015,2015,1066,6600299,16.2,0.20%
Tennessee,47,2016,2016,1140,6651194,17.1,0.20%
Texas,48,1999,1999,2107,20558220,10.2,0.40%
Texas,48,2000,2000,2145,20851820,10.3,0.40%
Texas,48,2001,2001,2321,21319622,10.9,0.40%
Texas,48,2002,2002,2273,21690325,10.5,0.40%
Texas,48,2003,2003,2395,22030931,10.9,0.40%
Texas,48,2004,2004,2323,22394023,10.4,0.40%
Texas,48,2005,2005,2465,22778123,10.8,0.40%
Texas,48,2006,2006,2402,23359580,10.3,0.40%
Texas,48,2007,2007,2537,23831983,10.6,0.40%
Texas,48,2008,2008,2574,24309039,10.6,0.50%
Texas,48,2009,2009,2665,24801761,10.7,0.50%
Texas,48,2010,2010,2693,25145561,10.7,0.50%
Texas,48,2011,2011,2574,25674681,10,0.50%
Texas,48,2012,2012,2715,26059203,10.4,0.50%
Texas,48,2013,2013,2750,26448193,10.4,0.50%
Texas,48,2014,2014,2824,26956958,10.5,0.50%
Texas,48,2015,2015,3179,27469114,11.6,0.60%
Texas,48,2016,2016,3318,27862596,11.9,0.60%
Utah,49,1999,1999,186,2203482,8.4,0.00%
Utah,49,2000,2000,192,2233169,8.6,0.00%
Utah,49,2001,2001,226,2283715,9.9,0.00%
Utah,49,2002,2002,201,2324815,8.6,0.00%
Utah,49,2003,2003,227,2360137,9.6,0.00%
Utah,49,2004,2004,220,2401580,9.2,0.00%
Utah,49,2005,2005,226,2457719,9.2,0.00%
Utah,49,2006,2006,222,2525507,8.8,0.00%
Utah,49,2007,2007,241,2597746,9.3,0.00%
Utah,49,2008,2008,231,2663029,8.7,0.00%
Utah,49,2009,2009,253,2723421,9.3,0.00%
Utah,49,2010,2010,308,2763885,11.1,0.10%
Utah,49,2011,2011,298,2817222,10.6,0.10%
Utah,49,2012,2012,319,2855287,11.2,0.10%
Utah,49,2013,2013,334,2900872,11.5,0.10%
Utah,49,2014,2014,323,2942902,11,0.10%
Utah,49,2015,2015,359,2995919,12,0.10%
Utah,49,2016,2016,363,3051217,11.9,0.10%
Vermont,50,1999,1999,57,604683,9.4,0.00%
Vermont,50,2000,2000,53,608827,8.7,0.00%
Vermont,50,2001,2001,49,612223,8,0.00%
Vermont,50,2002,2002,61,615442,9.9,0.00%
Vermont,50,2003,2003,47,617858,7.6,0.00%
Vermont,50,2004,2004,61,619920,9.8,0.00%
Vermont,50,2005,2005,43,621215,6.9,0.00%
Vermont,50,2006,2006,53,622892,8.5,0.00%
Vermont,50,2007,2007,52,623481,8.3,0.00%
Vermont,50,2008,2008,53,624151,8.5,0.00%
Vermont,50,2009,2009,60,624817,9.6,0.00%
Vermont,50,2010,2010,70,625741,11.2,0.00%
Vermont,50,2011,2011,78,626431,12.5,0.00%
Vermont,50,2012,2012,55,626011,8.8,0.00%
Vermont,50,2013,2013,64,626630,10.2,0.00%
Vermont,50,2014,2014,69,626562,11,0.00%
Vermont,50,2015,2015,70,626042,11.2,0.00%
Vermont,50,2016,2016,76,624594,12.2,0.00%
Virginia,51,1999,1999,814,7000174,11.6,0.10%
Virginia,51,2000,2000,789,7078515,11.1,0.10%
Virginia,51,2001,2001,761,7198362,10.6,0.10%
Virginia,51,2002,2002,800,7286873,11,0.10%
Virginia,51,2003,2003,805,7366977,10.9,0.10%
Virginia,51,2004,2004,810,7475575,10.8,0.10%
Virginia,51,2005,2005,880,7577105,11.6,0.20%
Virginia,51,2006,2006,802,7673725,10.5,0.10%
Virginia,51,2007,2007,812,7751000,10.5,0.10%
Virginia,51,2008,2008,806,7833496,10.3,0.10%
Virginia,51,2009,2009,820,7925937,10.3,0.10%
Virginia,51,2010,2010,864,8001024,10.8,0.20%
Virginia,51,2011,2011,853,8096604,10.5,0.20%
Virginia,51,2012,2012,828,8185867,10.1,0.10%
Virginia,51,2013,2013,855,8260405,10.4,0.20%
Virginia,51,2014,2014,877,8326289,10.5,0.20%
Virginia,51,2015,2015,934,8382993,11.1,0.20%
Virginia,51,2016,2016,1038,8411808,12.3,0.20%
Washington,53,1999,1999,577,5842564,9.9,0.10%
Washington,53,2000,2000,519,5894121,8.8,0.10%
Washington,53,2001,2001,504,5985722,8.4,0.10%
Washington,53,2002,2002,560,6052349,9.3,0.10%
Washington,53,2003,2003,559,6104115,9.2,0.10%
Washington,53,2004,2004,561,6178645,9.1,0.10%
Washington,53,2005,2005,555,6257305,8.9,0.10%
Washington,53,2006,2006,537,6370753,8.4,0.10%
Washington,53,2007,2007,542,6461587,8.4,0.10%
Washington,53,2008,2008,578,6562231,8.8,0.10%
Washington,53,2009,2009,601,6667426,9,0.10%
Washington,53,2010,2010,594,6724540,8.8,0.10%
Washington,53,2011,2011,598,6830038,8.8,0.10%
Washington,53,2012,2012,665,6897012,9.6,0.10%
Washington,53,2013,2013,613,6971406,8.8,0.10%
Washington,53,2014,2014,680,7061530,9.6,0.10%
Washington,53,2015,2015,705,7170351,9.8,0.10%
Washington,53,2016,2016,667,7288000,9.2,0.10%
West Virginia,54,1999,1999,249,1811799,13.7,0.00%
West Virginia,54,2000,2000,239,1808344,13.2,0.00%
West Virginia,54,2001,2001,248,1801481,13.8,0.00%
West Virginia,54,2002,2002,270,1805414,15,0.00%
West Virginia,54,2003,2003,264,1812295,14.6,0.00%
West Virginia,54,2004,2004,250,1816438,13.8,0.00%
West Virginia,54,2005,2005,260,1820492,14.3,0.00%
West Virginia,54,2006,2006,251,1827912,13.7,0.00%
West Virginia,54,2007,2007,266,1834052,14.5,0.00%
West Virginia,54,2008,2008,236,1840310,12.8,0.00%
West Virginia,54,2009,2009,251,1847775,13.6,0.00%
West Virginia,54,2010,2010,269,1852994,14.5,0.00%
West Virginia,54,2011,2011,272,1855364,14.7,0.00%
West Virginia,54,2012,2012,269,1855413,14.5,0.00%
West Virginia,54,2013,2013,273,1854304,14.7,0.00%
West Virginia,54,2014,2014,279,1850326,15.1,0.00%
West Virginia,54,2015,2015,270,1844128,14.6,0.00%
West Virginia,54,2016,2016,321,1831102,17.5,0.10%
Wisconsin,55,1999,1999,445,5332666,8.3,0.10%
Wisconsin,55,2000,2000,429,5363675,8,0.10%
Wisconsin,55,2001,2001,470,5406835,8.7,0.10%
Wisconsin,55,2002,2002,438,5445162,8,0.10%
Wisconsin,55,2003,2003,462,5479203,8.4,0.10%
Wisconsin,55,2004,2004,411,5514026,7.5,0.10%
Wisconsin,55,2005,2005,470,5546166,8.5,0.10%
Wisconsin,55,2006,2006,415,5577655,7.4,0.10%
Wisconsin,55,2007,2007,482,5610775,8.6,0.10%
Wisconsin,55,2008,2008,435,5640996,7.7,0.10%
Wisconsin,55,2009,2009,453,5669264,8,0.10%
Wisconsin,55,2010,2010,492,5686986,8.7,0.10%
Wisconsin,55,2011,2011,442,5711767,7.7,0.10%
Wisconsin,55,2012,2012,477,5726398,8.3,0.10%
Wisconsin,55,2013,2013,563,5742713,9.8,0.10%
Wisconsin,55,2014,2014,481,5757564,8.4,0.10%
Wisconsin,55,2015,2015,608,5771337,10.5,0.10%
Wisconsin,55,2016,2016,656,5778708,11.4,0.10%
Wyoming,56,1999,1999,72,491780,14.6,0.00%
Wyoming,56,2000,2000,58,493782,11.7,0.00%
Wyoming,56,2001,2001,69,494657,13.9,0.00%
Wyoming,56,2002,2002,95,500017,19,0.00%
Wyoming,56,2003,2003,87,503453,17.3,0.00%
Wyoming,56,2004,2004,55,509106,10.8,0.00%
Wyoming,56,2005,2005,71,514157,13.8,0.00%
Wyoming,56,2006,2006,80,522667,15.3,0.00%
Wyoming,56,2007,2007,75,534876,14,0.00%
Wyoming,56,2008,2008,93,546043,17,0.00%
Wyoming,56,2009,2009,96,559851,17.1,0.00%
Wyoming,56,2010,2010,92,563626,16.3,0.00%
Wyoming,56,2011,2011,96,568158,16.9,0.00%
Wyoming,56,2012,2012,117,576412,20.3,0.00%
Wyoming,56,2013,2013,102,582658,17.5,0.00%
Wyoming,56,2014,2014,91,584153,15.6,0.00%
Wyoming,56,2015,2015,112,586107,19.1,0.00%
Wyoming,56,2016,2016,101,585501,17.3,0.00%
